Tanggal,Hari,Minggu Ke,Status Minggu,Jumlah Roda 2,Jumlah Roda 4,Jumlah Total
2023-05-25,Kamis,73,Perkuliahan,1910,106,2016
2023-05-26,Jumat,73,Perkuliahan,1893,106,1999
2023-05-27,Sabtu,73,Libur,337,19,356
2023-05-28,Minggu,73,Libur,326,19,345
2023-05-29,Senin,74,Perkuliahan,1885,107,1992
2023-05-30,Selasa,74,Perkuliahan,1910,106,2016
2023-05-31,Rabu,74,Perkuliahan,1900,106,2006
2023-06-01,Kamis,74,Ujian,4123,227,4350
2023-06-02,Jumat,74,Ujian,4125,228,4353
2023-06-03,Sabtu,74,Libur,335,19,354
2023-06-04,Minggu,74,Libur,330,18,348
2023-06-05,Senin,75,Ujian,4087,228,4315
2023-06-06,Selasa,75,Ujian,4113,227,4340
2023-06-07,Rabu,75,Ujian,4097,227,4324
2023-06-08,Kamis,75,Ujian,4087,227,4314
2023-06-09,Jumat,75,Ujian,4077,226,4303
2023-06-10,Sabtu,75,Libur,329,18,347
2023-06-11,Minggu,75,Libur,322,17,339
2023-06-12,Senin,76,Ujian,4061,226,4287
2023-06-13,Selasa,76,Ujian,4077,226,4303
2023-06-14,Rabu,76,Ujian,4069,225,4294
2023-06-15,Kamis,76,Ujian,4073,225,4298
2023-06-16,Jumat,76,Ujian,4073,224,4297
2023-06-17,Sabtu,76,Libur,324,18,342
2023-06-18,Minggu,76,Libur,315,17,332
2023-06-19,Senin,77,Ujian,4051,226,4277
2023-06-20,Selasa,77,Ujian,4078,225,4303
2023-06-21,Rabu,77,Ujian,4091,225,4316
2023-06-22,Kamis,77,Ujian,4069,226,4295
2023-06-23,Jumat,77,Ujian,4091,225,4316
2023-06-24,Sabtu,77,Libur,330,18,348
2023-06-25,Minggu,77,Libur,323,18,341
2023-06-26,Senin,78,Ujian,4070,225,4295
2023-06-27,Selasa,78,Ujian,4080,226,4306
2023-06-28,Rabu,78,Ujian,4091,226,4317
2023-06-29,Kamis,78,Ujian,4111,226,4337
2023-06-30,Jumat,78,Ujian,4088,227,4315
2023-07-01,Sabtu,78,Libur,334,19,353
2023-07-02,Minggu,78,Libur,321,18,339
2023-07-03,Senin,79,Ujian,4086,227,4313
2023-07-04,Selasa,79,Ujian,4093,225,4318
2023-07-05,Rabu,79,Ujian,4083,227,4310
2023-07-06,Kamis,79,Ujian,4067,225,4292
2023-07-07,Jumat,79,Ujian,4052,224,4276
2023-07-08,Sabtu,79,Libur,324,18,342
2023-07-09,Minggu,79,Libur,319,17,336
2023-07-10,Senin,80,Ujian,4038,223,4261
2023-07-11,Selasa,80,Ujian,4037,225,4262
2023-07-12,Rabu,80,Ujian,4057,225,4282
2023-07-13,Kamis,80,Ujian,4057,225,4282
2023-07-14,Jumat,80,Ujian,4032,223,4255
2023-07-15,Sabtu,80,Libur,319,17,336
2023-07-16,Minggu,80,Libur,315,17,332
2023-07-17,Senin,81,Ujian,4017,224,4241
2023-07-18,Selasa,81,Ujian,4052,223,4275
2023-07-19,Rabu,81,Ujian,4052,225,4277
2023-07-20,Kamis,81,Ujian,4058,224,4282
2023-07-21,Jumat,81,Ujian,4052,224,4276
2023-07-22,Sabtu,81,Libur,326,17,343
2023-07-23,Minggu,81,Libur,315,17,332
2023-07-24,Senin,82,Ujian,4040,223,4263
2023-07-25,Selasa,82,Ujian,4049,225,4274
2023-07-26,Rabu,82,Ujian,4060,226,4286
2023-07-27,Kamis,82,Ujian,4080,225,4305
2023-07-28,Jumat,82,Ujian,4057,225,4282
2023-07-29,Sabtu,82,Libur,332,18,350
2023-07-30,Minggu,82,Libur,323,18,341
2023-07-31,Senin,83,Ujian,4055,225,4280
2023-08-01,Selasa,83,Libur Akademik,387,23,410
2023-08-02,Rabu,83,Libur Akademik,392,23,415
2023-08-03,Kamis,83,Libur Akademik,386,22,408
2023-08-04,Jumat,83,Libur Akademik,378,21,399
2023-08-05,Sabtu,83,Libur,326,18,344
2023-08-06,Minggu,83,Libur,316,17,333
2023-08-07,Senin,84,Libur Akademik,377,21,398
2023-08-08,Selasa,84,Libur Akademik,382,22,404
2023-08-09,Rabu,84,Libur Akademik,386,22,408
2023-08-10,Kamis,84,Libur Akademik,378,21,399
2023-08-11,Jumat,84,Libur Akademik,372,20,392
2023-08-12,Sabtu,84,Libur,320,17,337
2023-08-13,Minggu,84,Libur,315,17,332
2023-08-14,Senin,85,Libur Akademik,367,21,388
2023-08-15,Selasa,85,Libur Akademik,371,21,392
2023-08-16,Rabu,85,Libur Akademik,378,21,399
2023-08-17,Kamis,85,Libur Akademik,378,21,399
2023-08-18,Jumat,85,Libur Akademik,371,20,391
2023-08-19,Sabtu,85,Libur,315,17,332
2023-08-20,Minggu,85,Libur,315,17,332
2023-08-21,Senin,86,Libur Akademik,372,21,393
2023-08-22,Selasa,86,Libur Akademik,378,21,399
2023-08-23,Rabu,86,Libur Akademik,386,21,407
2023-08-24,Kamis,86,Libur Akademik,383,21,404
2023-08-25,Jumat,86,Libur Akademik,374,21,395
2023-08-26,Sabtu,86,Libur,325,17,342
2023-08-27,Minggu,86,Libur,315,17,332
2023-08-28,Senin,87,Libur Akademik,376,22,398
2023-08-29,Selasa,87,Libur Akademik,379,22,401
2023-08-30,Rabu,87,Libur Akademik,383,22,405
2023-08-31,Kamis,87,Libur Akademik,384,21,405
2023-09-01,Jumat,87,Perkuliahan,1853,103,1956
2023-09-02,Sabtu,87,Libur,321,18,339
2023-09-03,Minggu,87,Libur,315,17,332
2023-09-04,Senin,88,Perkuliahan,1843,102,1945
2023-09-05,Selasa,88,Perkuliahan,1836,102,1938
2023-09-06,Rabu,88,Perkuliahan,1853,102,1955
2023-09-07,Kamis,88,Perkuliahan,1833,102,1935
2023-09-08,Jumat,88,Perkuliahan,1827,101,1928
2023-09-09,Sabtu,88,Libur,321,17,338
2023-09-10,Minggu,88,Libur,315,17,332
2023-09-11,Senin,89,Perkuliahan,1820,101,1921
2023-09-12,Selasa,89,Perkuliahan,1828,101,1929
2023-09-13,Rabu,89,Perkuliahan,1838,102,1940
2023-09-14,Kamis,89,Perkuliahan,1831,101,1932
2023-09-15,Jumat,89,Perkuliahan,1810,100,1910
2023-09-16,Sabtu,89,Libur,315,17,332
2023-09-17,Minggu,89,Libur,315,17,332
2023-09-18,Senin,90,Perkuliahan,1823,101,1924
2023-09-19,Selasa,90,Perkuliahan,1826,102,1928
2023-09-20,Rabu,90,Perkuliahan,1835,101,1936
2023-09-21,Kamis,90,Perkuliahan,1833,101,1934
2023-09-22,Jumat,90,Perkuliahan,1821,101,1922
2023-09-23,Sabtu,90,Libur,318,17,335
2023-09-24,Minggu,90,Libur,315,17,332
2023-09-25,Senin,91,Perkuliahan,1831,102,1933
2023-09-26,Selasa,91,Perkuliahan,1840,103,1943
2023-09-27,Rabu,91,Perkuliahan,1851,104,1955
2023-09-28,Kamis,91,Perkuliahan,1851,102,1953
2023-09-29,Jumat,91,Perkuliahan,1843,103,1946
2023-09-30,Sabtu,91,Libur,321,17,338
2023-10-01,Minggu,91,Libur,315,17,332
2023-10-02,Senin,92,Perkuliahan,1841,103,1944
2023-10-03,Selasa,92,Perkuliahan,1848,103,1951
2023-10-04,Rabu,92,Perkuliahan,1844,103,1947
2023-10-05,Kamis,92,Perkuliahan,1854,102,1956
2023-10-06,Jumat,92,Perkuliahan,1830,101,1931
2023-10-07,Sabtu,92,Libur,317,17,334
2023-10-08,Minggu,92,Libur,315,17,332
2023-10-09,Senin,93,Perkuliahan,1814,102,1916
2023-10-10,Selasa,93,Perkuliahan,1825,102,1927
2023-10-11,Rabu,93,Perkuliahan,1825,102,1927
2023-10-12,Kamis,93,Perkuliahan,1825,102,1927
2023-10-13,Jumat,93,Perkuliahan,1827,102,1929
2023-10-14,Sabtu,93,Libur,315,17,332
2023-10-15,Minggu,93,Libur,315,17,332
2023-10-16,Senin,94,Perkuliahan,1823,101,1924
2023-10-17,Selasa,94,Perkuliahan,1817,102,1919
2023-10-18,Rabu,94,Perkuliahan,1819,102,1921
2023-10-19,Kamis,94,Perkuliahan,1833,102,1935
2023-10-20,Jumat,94,Perkuliahan,1831,101,1932
2023-10-21,Sabtu,94,Libur,319,17,336
2023-10-22,Minggu,94,Libur,315,17,332
2023-10-23,Senin,95,Perkuliahan,1835,103,1938
2023-10-24,Selasa,95,Perkuliahan,1837,102,1939
2023-10-25,Rabu,95,Perkuliahan,1854,103,1957
2023-10-26,Kamis,95,Perkuliahan,1841,103,1944
2023-10-27,Jumat,95,Perkuliahan,1847,102,1949
2023-10-28,Sabtu,95,Libur,325,18,343
2023-10-29,Minggu,95,Libur,315,17,332
2023-10-30,Senin,96,Perkuliahan,1847,103,1950
2023-10-31,Selasa,96,Perkuliahan,1846,103,1949
2023-11-01,Rabu,96,Perkuliahan,1865,104,1969
2023-11-02,Kamis,96,Perkuliahan,1853,103,1956
2023-11-03,Jumat,96,Perkuliahan,1839,103,1942
2023-11-04,Sabtu,96,Libur,321,18,339
2023-11-05,Minggu,96,Libur,315,17,332
2023-11-06,Senin,97,Perkuliahan,1835,103,1938
2023-11-07,Selasa,97,Perkuliahan,1851,102,1953
2023-11-08,Rabu,97,Perkuliahan,1845,102,1947
2023-11-09,Kamis,97,Perkuliahan,1849,103,1952
2023-11-10,Jumat,97,Perkuliahan,1840,101,1941
2023-11-11,Sabtu,97,Libur,320,17,337
2023-11-12,Minggu,97,Libur,315,17,332
2023-11-13,Senin,98,Perkuliahan,1817,102,1919
2023-11-14,Selasa,98,Perkuliahan,1825,102,1927
2023-11-15,Rabu,98,Perkuliahan,1833,101,1934
2023-11-16,Kamis,98,Perkuliahan,1825,103,1928
2023-11-17,Jumat,98,Perkuliahan,1828,101,1929
2023-11-18,Sabtu,98,Libur,316,17,333
2023-11-19,Minggu,98,Libur,315,17,332
2023-11-20,Senin,99,Perkuliahan,1834,102,1936
2023-11-21,Selasa,99,Perkuliahan,1845,103,1948
2023-11-22,Rabu,99,Perkuliahan,1855,103,1958
2023-11-23,Kamis,99,Perkuliahan,1841,103,1944
2023-11-24,Jumat,99,Perkuliahan,1850,103,1953
2023-11-25,Sabtu,99,Libur,327,18,345
2023-11-26,Minggu,99,Libur,321,17,338
2023-11-27,Senin,100,Perkuliahan,1846,103,1949
2023-11-28,Selasa,100,Perkuliahan,1860,105,1965
2023-11-29,Rabu,100,Perkuliahan,1876,105,1981
2023-11-30,Kamis,100,Perkuliahan,1859,103,1962
2023-12-01,Jumat,100,Ujian,4071,225,4296
2023-12-02,Sabtu,100,Libur,327,18,345
2023-12-03,Minggu,100,Libur,322,17,339
2023-12-04,Senin,101,Ujian,4055,224,4279
2023-12-05,Selasa,101,Ujian,4054,225,4279
2023-12-06,Rabu,101,Ujian,4071,224,4295
2023-12-07,Kamis,101,Ujian,4056,223,4279
2023-12-08,Jumat,101,Ujian,4037,225,4262
2023-12-09,Sabtu,101,Libur,326,17,343
2023-12-10,Minggu,101,Libur,315,17,332
2023-12-11,Senin,102,Ujian,4032,223,4255
2023-12-12,Selasa,102,Ujian,4031,223,4254
2023-12-13,Rabu,102,Ujian,4055,223,4278
2023-12-14,Kamis,102,Ujian,4024,223,4247
2023-12-15,Jumat,102,Ujian,4045,224,4269
2023-12-16,Sabtu,102,Libur,317,18,335
2023-12-17,Minggu,102,Libur,315,17,332
2023-12-18,Senin,103,Ujian,4048,223,4271
2023-12-19,Selasa,103,Ujian,4048,224,4272
2023-12-20,Rabu,103,Ujian,4049,225,4274
2023-12-21,Kamis,103,Ujian,4071,224,4295
2023-12-22,Jumat,103,Ujian,4063,225,4288
2023-12-23,Sabtu,103,Libur,326,18,344
2023-12-24,Minggu,103,Libur,324,18,342
2023-12-25,Senin,104,Ujian,4055,226,4281
2023-12-26,Selasa,104,Ujian,4083,227,4310
2023-12-27,Rabu,104,Ujian,4082,226,4308
2023-12-28,Kamis,104,Ujian,4100,227,4327
2023-12-29,Jumat,104,Ujian,4076,225,4301
2023-12-30,Sabtu,104,Libur,333,19,352
2023-12-31,Minggu,104,Libur,324,18,342
2024-01-03,Rabu,105,Libur Akademik,399,23,422
2024-01-04,Kamis,105,Libur Akademik,393,23,416
2024-01-05,Jumat,105,Libur Akademik,381,22,403
2024-01-06,Sabtu,105,Libur,329,18,347
2024-01-07,Minggu,105,Libur,322,18,340
2024-01-08,Senin,106,Libur Akademik,381,22,403
2024-01-09,Selasa,106,Libur Akademik,390,22,412
2024-01-10,Rabu,106,Libur Akademik,394,22,416
2024-01-11,Kamis,106,Libur Akademik,387,22,409
2024-01-12,Jumat,106,Libur Akademik,380,22,402
2024-01-13,Sabtu,106,Libur,324,18,342
2024-01-14,Minggu,106,Libur,320,17,337
2024-01-15,Senin,107,Libur Akademik,374,22,396
2024-01-16,Selasa,107,Libur Akademik,385,22,407
2024-01-17,Rabu,107,Libur Akademik,390,22,412
2024-01-18,Kamis,107,Libur Akademik,385,22,407
2024-01-19,Jumat,107,Libur Akademik,380,22,402
2024-01-20,Sabtu,107,Libur,330,18,348
2024-01-21,Minggu,107,Libur,326,18,344
2024-01-22,Senin,108,Libur Akademik,380,22,402
2024-01-23,Selasa,108,Libur Akademik,392,23,415
2024-01-24,Rabu,108,Libur Akademik,398,23,421
2024-01-25,Kamis,108,Libur Akademik,393,23,416
2024-01-26,Jumat,108,Libur Akademik,385,23,408
2024-01-27,Sabtu,108,Libur,337,19,356
2024-01-28,Minggu,108,Libur,333,18,351
2024-01-29,Senin,109,Libur Akademik,390,23,413
2024-01-30,Selasa,109,Libur Akademik,401,23,424
2024-01-31,Rabu,109,Libur Akademik,400,23,423
2024-02-01,Kamis,109,Libur Akademik,397,23,420
2024-02-02,Jumat,109,Libur Akademik,392,23,415
2024-02-03,Sabtu,109,Libur,341,19,360
2024-02-04,Minggu,109,Libur,334,18,352
2024-02-05,Senin,110,Libur Akademik,386,22,408
2024-02-06,Selasa,110,Libur Akademik,398,23,421
2024-02-07,Rabu,110,Libur Akademik,397,23,420
2024-02-08,Kamis,110,Libur Akademik,398,23,421
2024-02-09,Jumat,110,Libur Akademik,385,22,407
2024-02-10,Sabtu,110,Libur,336,19,355
2024-02-11,Minggu,110,Libur,325,18,343
2024-02-12,Senin,111,Libur Akademik,381,22,403
2024-02-13,Selasa,111,Libur Akademik,386,23,409
2024-02-14,Rabu,111,Libur Akademik,393,22,415
2024-02-15,Kamis,111,Libur Akademik,391,22,413
2024-02-16,Jumat,111,Libur Akademik,380,22,402
2024-02-17,Sabtu,111,Libur,333,19,352
2024-02-18,Minggu,111,Libur,326,18,344
2024-02-19,Senin,112,Libur Akademik,381,22,403
2024-02-20,Selasa,112,Libur Akademik,391,23,414
2024-02-21,Rabu,112,Libur Akademik,394,23,417
2024-02-22,Kamis,112,Libur Akademik,399,23,422
2024-02-23,Jumat,112,Libur Akademik,392,22,414
2024-02-24,Sabtu,112,Libur,342,19,361
2024-02-25,Minggu,112,Libur,331,19,350
2024-02-26,Senin,113,Libur Akademik,391,23,414
2024-02-27,Selasa,113,Libur Akademik,396,23,419
2024-02-28,Rabu,113,Libur Akademik,405,23,428
2024-02-29,Kamis,113,Libur Akademik,402,23,425
2024-03-01,Jumat,113,Perkuliahan,1913,107,2020
2024-03-02,Sabtu,113,Libur,341,19,360
2024-03-03,Minggu,113,Libur,334,19,353
2024-03-04,Senin,114,Perkuliahan,1906,108,2014
2024-03-05,Selasa,114,Perkuliahan,1919,107,2026
2024-03-06,Rabu,114,Perkuliahan,1921,108,2029
2024-03-07,Kamis,114,Perkuliahan,1907,107,2014
2024-03-08,Jumat,114,Perkuliahan,1907,105,2012
2024-03-09,Sabtu,114,Libur,339,19,358
2024-03-10,Minggu,114,Libur,324,18,342
2024-03-11,Senin,115,Perkuliahan,1880,105,1985
2024-03-12,Selasa,115,Perkuliahan,1897,106,2003
2024-03-13,Rabu,115,Perkuliahan,1896,105,2001
2024-03-14,Kamis,115,Perkuliahan,1897,105,2002
2024-03-15,Jumat,115,Perkuliahan,1894,105,1999
2024-03-16,Sabtu,115,Libur,337,18,355
2024-03-17,Minggu,115,Libur,324,18,342
2024-03-18,Senin,116,Perkuliahan,1879,106,1985
2024-03-19,Selasa,116,Perkuliahan,1890,106,1996
2024-03-20,Rabu,116,Perkuliahan,1902,106,2008
2024-03-21,Kamis,116,Perkuliahan,1914,107,2021
2024-03-22,Jumat,116,Perkuliahan,1891,106,1997
2024-03-23,Sabtu,116,Libur,339,19,358
2024-03-24,Minggu,116,Libur,330,19,349
2024-03-25,Senin,117,Perkuliahan,1909,107,2016
2024-03-26,Selasa,117,Perkuliahan,1924,108,2032
2024-03-27,Rabu,117,Perkuliahan,1927,107,2034
2024-03-28,Kamis,117,Perkuliahan,1918,107,2025
2024-03-29,Jumat,117,Perkuliahan,1918,107,2025
2024-03-30,Sabtu,117,Libur,341,19,360
2024-03-31,Minggu,117,Libur,335,19,354
2024-04-01,Senin,118,Perkuliahan,1910,107,2017
2024-04-02,Selasa,118,Perkuliahan,1920,108,2028
2024-04-03,Rabu,118,Perkuliahan,1931,107,2038
2024-04-04,Kamis,118,Perkuliahan,1914,107,2021
2024-04-05,Jumat,118,Perkuliahan,1917,106,2023
2024-04-06,Sabtu,118,Libur,344,19,363
2024-04-07,Minggu,118,Libur,332,19,351
2024-04-08,Senin,119,Perkuliahan,1897,106,2003
2024-04-09,Selasa,119,Perkuliahan,1895,107,2002
2024-04-10,Rabu,119,Perkuliahan,1897,106,2003
2024-04-11,Kamis,119,Perkuliahan,1903,105,2008
2024-04-12,Jumat,119,Perkuliahan,1895,106,2001
2024-04-13,Sabtu,119,Libur,338,18,356
2024-04-14,Minggu,119,Libur,327,18,345
2024-04-15,Senin,120,Perkuliahan,1881,105,1986
2024-04-16,Selasa,120,Perkuliahan,1889,106,1995
2024-04-17,Rabu,120,Perkuliahan,1889,107,1996
2024-04-18,Kamis,120,Perkuliahan,1900,106,2006
2024-04-19,Jumat,120,Perkuliahan,1891,106,1997
2024-04-20,Sabtu,120,Libur,338,19,357
2024-04-21,Minggu,120,Libur,332,18,350
2024-04-22,Senin,121,Perkuliahan,1889,106,1995
2024-04-23,Selasa,121,Perkuliahan,1901,107,2008
2024-04-24,Rabu,121,Perkuliahan,1908,107,2015
2024-04-25,Kamis,121,Perkuliahan,1913,108,2021
2024-04-26,Jumat,121,Perkuliahan,1913,107,2020
2024-04-27,Sabtu,121,Libur,341,19,360
2024-04-28,Minggu,121,Libur,337,19,356
2024-04-29,Senin,122,Perkuliahan,1915,108,2023
2024-04-30,Selasa,122,Perkuliahan,1927,108,2035
2024-05-01,Rabu,122,Perkuliahan,1924,108,2032
2024-05-02,Kamis,122,Perkuliahan,1913,107,2020
2024-05-03,Jumat,122,Perkuliahan,1918,107,2025
2024-05-04,Sabtu,122,Libur,344,19,363
2024-05-05,Minggu,122,Libur,333,19,352
2024-05-06,Senin,123,Perkuliahan,1900,107,2007
2024-05-07,Selasa,123,Perkuliahan,1906,106,2012
2024-05-08,Rabu,123,Perkuliahan,1910,106,2016
2024-05-09,Kamis,123,Perkuliahan,1896,106,2002
2024-05-10,Jumat,123,Perkuliahan,1895,106,2001
2024-05-11,Sabtu,123,Libur,337,18,355
2024-05-12,Minggu,123,Libur,327,18,345
2024-05-13,Senin,124,Perkuliahan,1882,106,1988
2024-05-14,Selasa,124,Perkuliahan,1889,105,1994
2024-05-15,Rabu,124,Perkuliahan,1896,105,2001
2024-05-16,Kamis,124,Perkuliahan,1886,105,1991
2024-05-17,Jumat,124,Perkuliahan,1888,105,1993
2024-05-18,Sabtu,124,Libur,330,18,348
2024-05-19,Minggu,124,Libur,325,18,343
2024-05-20,Senin,125,Perkuliahan,1878,104,1982
2024-05-21,Selasa,125,Perkuliahan,1894,105,1999
2024-05-22,Rabu,125,Perkuliahan,1888,107,1995
2024-05-23,Kamis,125,Perkuliahan,1889,106,1995
2024-05-24,Jumat,125,Perkuliahan,1901,105,2006
2024-05-25,Sabtu,125,Libur,334,19,353
2024-05-26,Minggu,125,Libur,330,18,348
2024-05-27,Senin,126,Perkuliahan,1895,106,2001
2024-05-28,Selasa,126,Perkuliahan,1900,106,2006
2024-05-29,Rabu,126,Perkuliahan,1899,107,2006
2024-05-30,Kamis,126,Perkuliahan,1914,106,2020
2024-05-31,Jumat,126,Perkuliahan,1893,105,1998
2024-06-01,Sabtu,126,Libur,340,19,359
2024-06-02,Minggu,126,Libur,329,18,347
2024-06-03,Senin,127,Ujian,4104,227,4331
2024-06-04,Selasa,127,Ujian,4127,228,4355
2024-06-05,Rabu,127,Ujian,4103,229,4332
2024-06-06,Kamis,127,Ujian,4119,227,4346
2024-06-07,Jumat,127,Ujian,4091,226,4317
2024-06-08,Sabtu,127,Libur,332,18,350
2024-06-09,Minggu,127,Libur,321,18,339
2024-06-10,Senin,128,Ujian,4067,227,4294
2024-06-11,Selasa,128,Ujian,4067,227,4294
2024-06-12,Rabu,128,Ujian,4077,227,4304
2024-06-13,Kamis,128,Ujian,4083,227,4310
2024-06-14,Jumat,128,Ujian,4063,225,4288
2024-06-15,Sabtu,128,Libur,324,18,342
2024-06-16,Minggu,128,Libur,321,17,338
2024-06-17,Senin,129,Ujian,4048,226,4274
2024-06-18,Selasa,129,Ujian,4058,225,4283
2024-06-19,Rabu,129,Ujian,4067,226,4293
2024-06-20,Kamis,129,Ujian,4084,225,4309
2024-06-21,Jumat,129,Ujian,4085,225,4310
2024-06-22,Sabtu,129,Libur,327,18,345
2024-06-23,Minggu,129,Libur,321,18,339
2024-06-24,Senin,130,Ujian,4067,227,4294
2024-06-25,Selasa,130,Ujian,4098,225,4323
2024-06-26,Rabu,130,Ujian,4086,226,4312
2024-06-27,Kamis,130,Ujian,4086,226,4312
2024-06-28,Jumat,130,Ujian,4085,226,4311
2024-06-29,Sabtu,130,Libur,332,18,350
2024-06-30,Minggu,130,Libur,324,18,342
2024-07-01,Senin,131,Ujian,4081,226,4307
2024-07-02,Selasa,131,Ujian,4107,227,4334
2024-07-03,Rabu,131,Ujian,4102,228,4330
2024-07-04,Kamis,131,Ujian,4099,225,4324
2024-07-05,Jumat,131,Ujian,4077,227,4304
2024-07-06,Sabtu,131,Libur,328,18,346
2024-07-07,Minggu,131,Libur,321,17,338
2024-07-08,Senin,132,Ujian,4073,224,4297
2024-07-09,Selasa,132,Ujian,4074,224,4298
2024-07-10,Rabu,132,Ujian,4054,224,4278
2024-07-11,Kamis,132,Ujian,4043,225,4268
2024-07-12,Jumat,132,Ujian,4051,224,4275
2024-07-13,Sabtu,132,Libur,323,18,341
2024-07-14,Minggu,132,Libur,315,17,332
2024-07-15,Senin,133,Ujian,4036,224,4260
2024-07-16,Selasa,133,Ujian,4035,225,4260
2024-07-17,Rabu,133,Ujian,4033,224,4257
2024-07-18,Kamis,133,Ujian,4058,223,4281
2024-07-19,Jumat,133,Ujian,4046,224,4270
2024-07-20,Sabtu,133,Libur,325,17,342
2024-07-21,Minggu,133,Libur,315,17,332
2024-07-22,Senin,134,Ujian,4043,223,4266
2024-07-23,Selasa,134,Ujian,4047,226,4273
2024-07-24,Rabu,134,Ujian,4056,224,4280
2024-07-25,Kamis,134,Ujian,4055,225,4280
2024-07-26,Jumat,134,Ujian,4054,226,4280
2024-07-27,Sabtu,134,Libur,327,18,345
2024-07-28,Minggu,134,Libur,323,18,341
2024-07-29,Senin,135,Ujian,4051,225,4276
2024-07-30,Selasa,135,Ujian,4058,227,4285
2024-07-31,Rabu,135,Ujian,4071,226,4297
2024-08-01,Kamis,135,Libur Akademik,390,22,412
2024-08-02,Jumat,135,Libur Akademik,383,22,405
2024-08-03,Sabtu,135,Libur,327,18,345
2024-08-04,Minggu,135,Libur,319,17,336
2024-08-05,Senin,136,Libur Akademik,377,22,399
2024-08-06,Selasa,136,Libur Akademik,383,22,405
2024-08-07,Rabu,136,Libur Akademik,389,22,411
2024-08-08,Kamis,136,Libur Akademik,385,22,407
2024-08-09,Jumat,136,Libur Akademik,376,21,397
2024-08-10,Sabtu,136,Libur,319,17,336
2024-08-11,Minggu,136,Libur,315,17,332
2024-08-12,Senin,137,Libur Akademik,370,21,391
2024-08-13,Selasa,137,Libur Akademik,376,21,397
2024-08-14,Rabu,137,Libur Akademik,380,22,402
2024-08-15,Kamis,137,Libur Akademik,374,21,395
2024-08-16,Jumat,137,Libur Akademik,369,21,390
2024-08-17,Sabtu,137,Libur,319,17,336
2024-08-18,Minggu,137,Libur,315,17,332
2024-08-19,Senin,138,Libur Akademik,366,20,386
2024-08-20,Selasa,138,Libur Akademik,377,21,398
2024-08-21,Rabu,138,Libur Akademik,385,21,406
2024-08-22,Kamis,138,Libur Akademik,381,21,402
2024-08-23,Jumat,138,Libur Akademik,377,21,398
2024-08-24,Sabtu,138,Libur,324,17,341
2024-08-25,Minggu,138,Libur,315,17,332
2024-08-26,Senin,139,Libur Akademik,376,21,397
2024-08-27,Selasa,139,Libur Akademik,379,21,400
2024-08-28,Rabu,139,Libur Akademik,389,22,411
2024-08-29,Kamis,139,Libur Akademik,382,22,404
2024-08-30,Jumat,139,Libur Akademik,374,21,395
2024-08-31,Sabtu,139,Libur,325,17,342
2024-09-01,Minggu,139,Libur,321,18,339
2024-09-02,Senin,140,Perkuliahan,1858,103,1961
2024-09-03,Selasa,140,Perkuliahan,1850,103,1953
2024-09-04,Rabu,140,Perkuliahan,1858,103,1961
2024-09-05,Kamis,140,Perkuliahan,1841,102,1943
2024-09-06,Jumat,140,Perkuliahan,1846,101,1947
2024-09-07,Sabtu,140,Libur,321,17,338
2024-09-08,Minggu,140,Libur,315,17,332
2024-09-09,Senin,141,Perkuliahan,1840,101,1941
2024-09-10,Selasa,141,Perkuliahan,1830,103,1933
2024-09-11,Rabu,141,Perkuliahan,1835,102,1937
2024-09-12,Kamis,141,Perkuliahan,1833,101,1934
2024-09-13,Jumat,141,Perkuliahan,1831,101,1932
2024-09-14,Sabtu,141,Libur,315,17,332
2024-09-15,Minggu,141,Libur,315,17,332
2024-09-16,Senin,142,Perkuliahan,1809,102,1911
2024-09-17,Selasa,142,Perkuliahan,1819,101,1920
2024-09-18,Rabu,142,Perkuliahan,1838,102,1940
2024-09-19,Kamis,142,Perkuliahan,1831,102,1933
2024-09-20,Jumat,142,Perkuliahan,1828,101,1929
2024-09-21,Sabtu,142,Libur,319,17,336
2024-09-22,Minggu,142,Libur,315,17,332
2024-09-23,Senin,143,Perkuliahan,1822,102,1924
2024-09-24,Selasa,143,Perkuliahan,1840,102,1942
2024-09-25,Rabu,143,Perkuliahan,1846,102,1948
2024-09-26,Kamis,143,Perkuliahan,1845,103,1948
2024-09-27,Jumat,143,Perkuliahan,1844,103,1947
2024-09-28,Sabtu,143,Libur,322,18,340
2024-09-29,Minggu,143,Libur,316,17,333
2024-09-30,Senin,144,Perkuliahan,1847,103,1950
2024-10-01,Selasa,144,Perkuliahan,1852,102,1954
2024-10-02,Rabu,144,Perkuliahan,1856,104,1960
2024-10-03,Kamis,144,Perkuliahan,1853,103,1956
2024-10-04,Jumat,144,Perkuliahan,1837,102,1939
2024-10-05,Sabtu,144,Libur,318,17,335
2024-10-06,Minggu,144,Libur,315,17,332
2024-10-07,Senin,145,Perkuliahan,1839,103,1942
2024-10-08,Selasa,145,Perkuliahan,1842,103,1945
2024-10-09,Rabu,145,Perkuliahan,1829,103,1932
2024-10-10,Kamis,145,Perkuliahan,1830,102,1932
2024-10-11,Jumat,145,Perkuliahan,1818,102,1920
2024-10-12,Sabtu,145,Libur,317,17,334
2024-10-13,Minggu,145,Libur,315,17,332
2024-10-14,Senin,146,Perkuliahan,1824,101,1925
2024-10-15,Selasa,146,Perkuliahan,1829,101,1930
2024-10-16,Rabu,146,Perkuliahan,1838,101,1939
2024-10-17,Kamis,146,Perkuliahan,1823,102,1925
