Tanggal,Hari,Minggu Ke,Status Minggu,Jumlah Roda 2,Jumlah Roda 4,Jumlah Total
2023-05-25,Kamis,506,Perkuliahan,1910,106,2016
2023-05-26,Jumat,507,Perkuliahan,1893,106,1999
2023-05-27,Sabtu,508,Libur,337,19,356
2023-05-28,Minggu,509,Libur,326,19,345
2023-05-29,Senin,510,Perkuliahan,1885,107,1992
2023-05-30,Selasa,511,Perkuliahan,1910,106,2016
2023-05-31,Rabu,512,Perkuliahan,1900,106,2006
2023-06-01,Kamis,513,Ujian,4123,227,4350
2023-06-02,Jumat,514,Ujian,4125,228,4353
2023-06-03,Sabtu,515,Libur,335,19,354
2023-06-04,Minggu,516,Libur,330,18,348
2023-06-05,Senin,517,Ujian,4087,228,4315
2023-06-06,Selasa,518,Ujian,4113,227,4340
2023-06-07,Rabu,519,Ujian,4097,227,4324
2023-06-08,Kamis,520,Ujian,4087,227,4314
2023-06-09,Jumat,521,Ujian,4077,226,4303
2023-06-10,Sabtu,522,Libur,329,18,347
2023-06-11,Minggu,523,Libur,322,17,339
2023-06-12,Senin,524,Ujian,4061,226,4287
2023-06-13,Selasa,525,Ujian,4077,226,4303
2023-06-14,Rabu,526,Ujian,4069,225,4294
2023-06-15,Kamis,527,Ujian,4073,225,4298
2023-06-16,Jumat,528,Ujian,4073,224,4297
2023-06-17,Sabtu,529,Libur,324,18,342
2023-06-18,Minggu,530,Libur,315,17,332
2023-06-19,Senin,531,Ujian,4051,226,4277
2023-06-20,Selasa,532,Ujian,4078,225,4303
2023-06-21,Rabu,533,Ujian,4091,225,4316
2023-06-22,Kamis,534,Ujian,4069,226,4295
2023-06-23,Jumat,535,Ujian,4091,225,4316
2023-06-24,Sabtu,536,Libur,330,18,348
2023-06-25,Minggu,537,Libur,323,18,341
2023-06-26,Senin,538,Ujian,4070,225,4295
2023-06-27,Selasa,539,Ujian,4080,226,4306
2023-06-28,Rabu,540,Ujian,4091,226,4317
2023-06-29,Kamis,541,Ujian,4111,226,4337
2023-06-30,Jumat,542,Ujian,4088,227,4315
2023-07-01,Sabtu,543,Libur,334,19,353
2023-07-02,Minggu,544,Libur,321,18,339
2023-07-03,Senin,545,Ujian,4086,227,4313
2023-07-04,Selasa,546,Ujian,4093,225,4318
2023-07-05,Rabu,547,Ujian,4083,227,4310
2023-07-06,Kamis,548,Ujian,4067,225,4292
2023-07-07,Jumat,549,Ujian,4052,224,4276
2023-07-08,Sabtu,550,Libur,324,18,342
2023-07-09,Minggu,551,Libur,319,17,336
2023-07-10,Senin,552,Ujian,4038,223,4261
2023-07-11,Selasa,553,Ujian,4037,225,4262
2023-07-12,Rabu,554,Ujian,4057,225,4282
2023-07-13,Kamis,555,Ujian,4057,225,4282
2023-07-14,Jumat,556,Ujian,4032,223,4255
2023-07-15,Sabtu,557,Libur,319,17,336
2023-07-16,Minggu,558,Libur,315,17,332
2023-07-17,Senin,559,Ujian,4017,224,4241
2023-07-18,Selasa,560,Ujian,4052,223,4275
2023-07-19,Rabu,561,Ujian,4052,225,4277
2023-07-20,Kamis,562,Ujian,4058,224,4282
2023-07-21,Jumat,563,Ujian,4052,224,4276
2023-07-22,Sabtu,564,Libur,326,17,343
2023-07-23,Minggu,565,Libur,315,17,332
2023-07-24,Senin,566,Ujian,4040,223,4263
2023-07-25,Selasa,567,Ujian,4049,225,4274
2023-07-26,Rabu,568,Ujian,4060,226,4286
2023-07-27,Kamis,569,Ujian,4080,225,4305
2023-07-28,Jumat,570,Ujian,4057,225,4282
2023-07-29,Sabtu,571,Libur,332,18,350
2023-07-30,Minggu,572,Libur,323,18,341
2023-07-31,Senin,573,Ujian,4055,225,4280
2023-08-01,Selasa,574,Libur Akademik,387,23,410
2023-08-02,Rabu,575,Libur Akademik,392,23,415
2023-08-03,Kamis,576,Libur Akademik,386,22,408
2023-08-04,Jumat,577,Libur Akademik,378,21,399
2023-08-05,Sabtu,578,Libur,326,18,344
2023-08-06,Minggu,579,Libur,316,17,333
2023-08-07,Senin,580,Libur Akademik,377,21,398
2023-08-08,Selasa,581,Libur Akademik,382,22,404
2023-08-09,Rabu,582,Libur Akademik,386,22,408
2023-08-10,Kamis,583,Libur Akademik,378,21,399
2023-08-11,Jumat,584,Libur Akademik,372,20,392
2023-08-12,Sabtu,585,Libur,320,17,337
2023-08-13,Minggu,586,Libur,315,17,332
2023-08-14,Senin,587,Libur Akademik,367,21,388
2023-08-15,Selasa,588,Libur Akademik,371,21,392
2023-08-16,Rabu,589,Libur Akademik,378,21,399
2023-08-17,Kamis,590,Libur Akademik,378,21,399
2023-08-18,Jumat,591,Libur Akademik,371,20,391
2023-08-19,Sabtu,592,Libur,315,17,332
2023-08-20,Minggu,593,Libur,315,17,332
2023-08-21,Senin,594,Libur Akademik,372,21,393
2023-08-22,Selasa,595,Libur Akademik,378,21,399
2023-08-23,Rabu,596,Libur Akademik,386,21,407
2023-08-24,Kamis,597,Libur Akademik,383,21,404
2023-08-25,Jumat,598,Libur Akademik,374,21,395
2023-08-26,Sabtu,599,Libur,325,17,342
2023-08-27,Minggu,600,Libur,315,17,332
2023-08-28,Senin,601,Libur Akademik,376,22,398
2023-08-29,Selasa,602,Libur Akademik,379,22,401
2023-08-30,Rabu,603,Libur Akademik,383,22,405
2023-08-31,Kamis,604,Libur Akademik,384,21,405
2023-09-01,Jumat,605,Perkuliahan,1853,103,1956
2023-09-02,Sabtu,606,Libur,321,18,339
2023-09-03,Minggu,607,Libur,315,17,332
2023-09-04,Senin,608,Perkuliahan,1843,102,1945
2023-09-05,Selasa,609,Perkuliahan,1836,102,1938
2023-09-06,Rabu,610,Perkuliahan,1853,102,1955
2023-09-07,Kamis,611,Perkuliahan,1833,102,1935
2023-09-08,Jumat,612,Perkuliahan,1827,101,1928
2023-09-09,Sabtu,613,Libur,321,17,338
2023-09-10,Minggu,614,Libur,315,17,332
2023-09-11,Senin,615,Perkuliahan,1820,101,1921
2023-09-12,Selasa,616,Perkuliahan,1828,101,1929
2023-09-13,Rabu,617,Perkuliahan,1838,102,1940
2023-09-14,Kamis,618,Perkuliahan,1831,101,1932
2023-09-15,Jumat,619,Perkuliahan,1810,100,1910
2023-09-16,Sabtu,620,Libur,315,17,332
2023-09-17,Minggu,621,Libur,315,17,332
2023-09-18,Senin,622,Perkuliahan,1823,101,1924
2023-09-19,Selasa,623,Perkuliahan,1826,102,1928
2023-09-20,Rabu,624,Perkuliahan,1835,101,1936
2023-09-21,Kamis,625,Perkuliahan,1833,101,1934
2023-09-22,Jumat,626,Perkuliahan,1821,101,1922
2023-09-23,Sabtu,627,Libur,318,17,335
2023-09-24,Minggu,628,Libur,315,17,332
2023-09-25,Senin,629,Perkuliahan,1831,102,1933
2023-09-26,Selasa,630,Perkuliahan,1840,103,1943
2023-09-27,Rabu,631,Perkuliahan,1851,104,1955
2023-09-28,Kamis,632,Perkuliahan,1851,102,1953
2023-09-29,Jumat,633,Perkuliahan,1843,103,1946
2023-09-30,Sabtu,634,Libur,321,17,338
2023-10-01,Minggu,635,Libur,315,17,332
2023-10-02,Senin,636,Perkuliahan,1841,103,1944
2023-10-03,Selasa,637,Perkuliahan,1848,103,1951
2023-10-04,Rabu,638,Perkuliahan,1844,103,1947
2023-10-05,Kamis,639,Perkuliahan,1854,102,1956
2023-10-06,Jumat,640,Perkuliahan,1830,101,1931
2023-10-07,Sabtu,641,Libur,317,17,334
2023-10-08,Minggu,642,Libur,315,17,332
2023-10-09,Senin,643,Perkuliahan,1814,102,1916
2023-10-10,Selasa,644,Perkuliahan,1825,102,1927
2023-10-11,Rabu,645,Perkuliahan,1825,102,1927
2023-10-12,Kamis,646,Perkuliahan,1825,102,1927
2023-10-13,Jumat,647,Perkuliahan,1827,102,1929
2023-10-14,Sabtu,648,Libur,315,17,332
2023-10-15,Minggu,649,Libur,315,17,332
2023-10-16,Senin,650,Perkuliahan,1823,101,1924
2023-10-17,Selasa,651,Perkuliahan,1817,102,1919
2023-10-18,Rabu,652,Perkuliahan,1819,102,1921
2023-10-19,Kamis,653,Perkuliahan,1833,102,1935
2023-10-20,Jumat,654,Perkuliahan,1831,101,1932
2023-10-21,Sabtu,655,Libur,319,17,336
2023-10-22,Minggu,656,Libur,315,17,332
2023-10-23,Senin,657,Perkuliahan,1835,103,1938
2023-10-24,Selasa,658,Perkuliahan,1837,102,1939
2023-10-25,Rabu,659,Perkuliahan,1854,103,1957
2023-10-26,Kamis,660,Perkuliahan,1841,103,1944
2023-10-27,Jumat,661,Perkuliahan,1847,102,1949
2023-10-28,Sabtu,662,Libur,325,18,343
2023-10-29,Minggu,663,Libur,315,17,332
2023-10-30,Senin,664,Perkuliahan,1847,103,1950
2023-10-31,Selasa,665,Perkuliahan,1846,103,1949
2023-11-01,Rabu,666,Perkuliahan,1865,104,1969
2023-11-02,Kamis,667,Perkuliahan,1853,103,1956
2023-11-03,Jumat,668,Perkuliahan,1839,103,1942
2023-11-04,Sabtu,669,Libur,321,18,339
2023-11-05,Minggu,670,Libur,315,17,332
2023-11-06,Senin,671,Perkuliahan,1835,103,1938
2023-11-07,Selasa,672,Perkuliahan,1851,102,1953
2023-11-08,Rabu,673,Perkuliahan,1845,102,1947
2023-11-09,Kamis,674,Perkuliahan,1849,103,1952
2023-11-10,Jumat,675,Perkuliahan,1840,101,1941
2023-11-11,Sabtu,676,Libur,320,17,337
2023-11-12,Minggu,677,Libur,315,17,332
2023-11-13,Senin,678,Perkuliahan,1817,102,1919
2023-11-14,Selasa,679,Perkuliahan,1825,102,1927
2023-11-15,Rabu,680,Perkuliahan,1833,101,1934
2023-11-16,Kamis,681,Perkuliahan,1825,103,1928
2023-11-17,Jumat,682,Perkuliahan,1828,101,1929
2023-11-18,Sabtu,683,Libur,316,17,333
2023-11-19,Minggu,684,Libur,315,17,332
2023-11-20,Senin,685,Perkuliahan,1834,102,1936
2023-11-21,Selasa,686,Perkuliahan,1845,103,1948
2023-11-22,Rabu,687,Perkuliahan,1855,103,1958
2023-11-23,Kamis,688,Perkuliahan,1841,103,1944
2023-11-24,Jumat,689,Perkuliahan,1850,103,1953
2023-11-25,Sabtu,690,Libur,327,18,345
2023-11-26,Minggu,691,Libur,321,17,338
2023-11-27,Senin,692,Perkuliahan,1846,103,1949
2023-11-28,Selasa,693,Perkuliahan,1860,105,1965
2023-11-29,Rabu,694,Perkuliahan,1876,105,1981
2023-11-30,Kamis,695,Perkuliahan,1859,103,1962
2023-12-01,Jumat,696,Ujian,4071,225,4296
2023-12-02,Sabtu,697,Libur,327,18,345
2023-12-03,Minggu,698,Libur,322,17,339
2023-12-04,Senin,699,Ujian,4055,224,4279
2023-12-05,Selasa,700,Ujian,4054,225,4279
2023-12-06,Rabu,701,Ujian,4071,224,4295
2023-12-07,Kamis,702,Ujian,4056,223,4279
2023-12-08,Jumat,703,Ujian,4037,225,4262
2023-12-09,Sabtu,704,Libur,326,17,343
2023-12-10,Minggu,705,Libur,315,17,332
2023-12-11,Senin,706,Ujian,4032,223,4255
2023-12-12,Selasa,707,Ujian,4031,223,4254
2023-12-13,Rabu,708,Ujian,4055,223,4278
2023-12-14,Kamis,709,Ujian,4024,223,4247
2023-12-15,Jumat,710,Ujian,4045,224,4269
2023-12-16,Sabtu,711,Libur,317,18,335
2023-12-17,Minggu,712,Libur,315,17,332
2023-12-18,Senin,713,Ujian,4048,223,4271
2023-12-19,Selasa,714,Ujian,4048,224,4272
2023-12-20,Rabu,715,Ujian,4049,225,4274
2023-12-21,Kamis,716,Ujian,4071,224,4295
2023-12-22,Jumat,717,Ujian,4063,225,4288
2023-12-23,Sabtu,718,Libur,326,18,344
2023-12-24,Minggu,719,Libur,324,18,342
2023-12-25,Senin,720,Ujian,4055,226,4281
2023-12-26,Selasa,721,Ujian,4083,227,4310
2023-12-27,Rabu,722,Ujian,4082,226,4308
2023-12-28,Kamis,723,Ujian,4100,227,4327
2023-12-29,Jumat,724,Ujian,4076,225,4301
2023-12-30,Sabtu,725,Libur,333,19,352
2023-12-31,Minggu,726,Libur,324,18,342
2024-01-03,Rabu,727,Libur Akademik,399,23,422
2024-01-04,Kamis,728,Libur Akademik,393,23,416
2024-01-05,Jumat,729,Libur Akademik,381,22,403
2024-01-06,Sabtu,730,Libur,329,18,347
2024-01-07,Minggu,731,Libur,322,18,340
2024-01-08,Senin,732,Libur Akademik,381,22,403
2024-01-09,Selasa,733,Libur Akademik,390,22,412
2024-01-10,Rabu,734,Libur Akademik,394,22,416
2024-01-11,Kamis,735,Libur Akademik,387,22,409
2024-01-12,Jumat,736,Libur Akademik,380,22,402
2024-01-13,Sabtu,737,Libur,324,18,342
2024-01-14,Minggu,738,Libur,320,17,337
2024-01-15,Senin,739,Libur Akademik,374,22,396
2024-01-16,Selasa,740,Libur Akademik,385,22,407
2024-01-17,Rabu,741,Libur Akademik,390,22,412
2024-01-18,Kamis,742,Libur Akademik,385,22,407
2024-01-19,Jumat,743,Libur Akademik,380,22,402
2024-01-20,Sabtu,744,Libur,330,18,348
2024-01-21,Minggu,745,Libur,326,18,344
2024-01-22,Senin,746,Libur Akademik,380,22,402
2024-01-23,Selasa,747,Libur Akademik,392,23,415
2024-01-24,Rabu,748,Libur Akademik,398,23,421
2024-01-25,Kamis,749,Libur Akademik,393,23,416
2024-01-26,Jumat,750,Libur Akademik,385,23,408
2024-01-27,Sabtu,751,Libur,337,19,356
2024-01-28,Minggu,752,Libur,333,18,351
2024-01-29,Senin,753,Libur Akademik,390,23,413
2024-01-30,Selasa,754,Libur Akademik,401,23,424
2024-01-31,Rabu,755,Libur Akademik,400,23,423
2024-02-01,Kamis,756,Libur Akademik,397,23,420
2024-02-02,Jumat,757,Libur Akademik,392,23,415
2024-02-03,Sabtu,758,Libur,341,19,360
2024-02-04,Minggu,759,Libur,334,18,352
2024-02-05,Senin,760,Libur Akademik,386,22,408
2024-02-06,Selasa,761,Libur Akademik,398,23,421
2024-02-07,Rabu,762,Libur Akademik,397,23,420
2024-02-08,Kamis,763,Libur Akademik,398,23,421
2024-02-09,Jumat,764,Libur Akademik,385,22,407
2024-02-10,Sabtu,765,Libur,336,19,355
2024-02-11,Minggu,766,Libur,325,18,343
2024-02-12,Senin,767,Libur Akademik,381,22,403
2024-02-13,Selasa,768,Libur Akademik,386,23,409
2024-02-14,Rabu,769,Libur Akademik,393,22,415
2024-02-15,Kamis,770,Libur Akademik,391,22,413
2024-02-16,Jumat,771,Libur Akademik,380,22,402
2024-02-17,Sabtu,772,Libur,333,19,352
2024-02-18,Minggu,773,Libur,326,18,344
2024-02-19,Senin,774,Libur Akademik,381,22,403
2024-02-20,Selasa,775,Libur Akademik,391,23,414
2024-02-21,Rabu,776,Libur Akademik,394,23,417
2024-02-22,Kamis,777,Libur Akademik,399,23,422
2024-02-23,Jumat,778,Libur Akademik,392,22,414
2024-02-24,Sabtu,779,Libur,342,19,361
2024-02-25,Minggu,780,Libur,331,19,350
2024-02-26,Senin,781,Libur Akademik,391,23,414
2024-02-27,Selasa,782,Libur Akademik,396,23,419
2024-02-28,Rabu,783,Libur Akademik,405,23,428
2024-02-29,Kamis,784,Libur Akademik,402,23,425
2024-03-01,Jumat,785,Perkuliahan,1913,107,2020
2024-03-02,Sabtu,786,Libur,341,19,360
2024-03-03,Minggu,787,Libur,334,19,353
2024-03-04,Senin,788,Perkuliahan,1906,108,2014
2024-03-05,Selasa,789,Perkuliahan,1919,107,2026
2024-03-06,Rabu,790,Perkuliahan,1921,108,2029
2024-03-07,Kamis,791,Perkuliahan,1907,107,2014
2024-03-08,Jumat,792,Perkuliahan,1907,105,2012
2024-03-09,Sabtu,793,Libur,339,19,358
2024-03-10,Minggu,794,Libur,324,18,342
2024-03-11,Senin,795,Perkuliahan,1880,105,1985
2024-03-12,Selasa,796,Perkuliahan,1897,106,2003
2024-03-13,Rabu,797,Perkuliahan,1896,105,2001
2024-03-14,Kamis,798,Perkuliahan,1897,105,2002
2024-03-15,Jumat,799,Perkuliahan,1894,105,1999
2024-03-16,Sabtu,800,Libur,337,18,355
2024-03-17,Minggu,801,Libur,324,18,342
2024-03-18,Senin,802,Perkuliahan,1879,106,1985
2024-03-19,Selasa,803,Perkuliahan,1890,106,1996
2024-03-20,Rabu,804,Perkuliahan,1902,106,2008
2024-03-21,Kamis,805,Perkuliahan,1914,107,2021
2024-03-22,Jumat,806,Perkuliahan,1891,106,1997
2024-03-23,Sabtu,807,Libur,339,19,358
2024-03-24,Minggu,808,Libur,330,19,349
2024-03-25,Senin,809,Perkuliahan,1909,107,2016
2024-03-26,Selasa,810,Perkuliahan,1924,108,2032
2024-03-27,Rabu,811,Perkuliahan,1927,107,2034
2024-03-28,Kamis,812,Perkuliahan,1918,107,2025
2024-03-29,Jumat,813,Perkuliahan,1918,107,2025
2024-03-30,Sabtu,814,Libur,341,19,360
2024-03-31,Minggu,815,Libur,335,19,354
2024-04-01,Senin,816,Perkuliahan,1910,107,2017
2024-04-02,Selasa,817,Perkuliahan,1920,108,2028
2024-04-03,Rabu,818,Perkuliahan,1931,107,2038
2024-04-04,Kamis,819,Perkuliahan,1914,107,2021
2024-04-05,Jumat,820,Perkuliahan,1917,106,2023
2024-04-06,Sabtu,821,Libur,344,19,363
2024-04-07,Minggu,822,Libur,332,19,351
2024-04-08,Senin,823,Perkuliahan,1897,106,2003
2024-04-09,Selasa,824,Perkuliahan,1895,107,2002
2024-04-10,Rabu,825,Perkuliahan,1897,106,2003
2024-04-11,Kamis,826,Perkuliahan,1903,105,2008
2024-04-12,Jumat,827,Perkuliahan,1895,106,2001
2024-04-13,Sabtu,828,Libur,338,18,356
2024-04-14,Minggu,829,Libur,327,18,345
2024-04-15,Senin,830,Perkuliahan,1881,105,1986
2024-04-16,Selasa,831,Perkuliahan,1889,106,1995
2024-04-17,Rabu,832,Perkuliahan,1889,107,1996
2024-04-18,Kamis,833,Perkuliahan,1900,106,2006
2024-04-19,Jumat,834,Perkuliahan,1891,106,1997
2024-04-20,Sabtu,835,Libur,338,19,357
2024-04-21,Minggu,836,Libur,332,18,350
2024-04-22,Senin,837,Perkuliahan,1889,106,1995
2024-04-23,Selasa,838,Perkuliahan,1901,107,2008
2024-04-24,Rabu,839,Perkuliahan,1908,107,2015
2024-04-25,Kamis,840,Perkuliahan,1913,108,2021
2024-04-26,Jumat,841,Perkuliahan,1913,107,2020
2024-04-27,Sabtu,842,Libur,341,19,360
2024-04-28,Minggu,843,Libur,337,19,356
2024-04-29,Senin,844,Perkuliahan,1915,108,2023
2024-04-30,Selasa,845,Perkuliahan,1927,108,2035
2024-05-01,Rabu,846,Perkuliahan,1924,108,2032
2024-05-02,Kamis,847,Perkuliahan,1913,107,2020
2024-05-03,Jumat,848,Perkuliahan,1918,107,2025
2024-05-04,Sabtu,849,Libur,344,19,363
2024-05-05,Minggu,850,Libur,333,19,352
2024-05-06,Senin,851,Perkuliahan,1900,107,2007
2024-05-07,Selasa,852,Perkuliahan,1906,106,2012
2024-05-08,Rabu,853,Perkuliahan,1910,106,2016
2024-05-09,Kamis,854,Perkuliahan,1896,106,2002
2024-05-10,Jumat,855,Perkuliahan,1895,106,2001
2024-05-11,Sabtu,856,Libur,337,18,355
2024-05-12,Minggu,857,Libur,327,18,345
2024-05-13,Senin,858,Perkuliahan,1882,106,1988
2024-05-14,Selasa,859,Perkuliahan,1889,105,1994
2024-05-15,Rabu,860,Perkuliahan,1896,105,2001
2024-05-16,Kamis,861,Perkuliahan,1886,105,1991
2024-05-17,Jumat,862,Perkuliahan,1888,105,1993
2024-05-18,Sabtu,863,Libur,330,18,348
2024-05-19,Minggu,864,Libur,325,18,343
2024-05-20,Senin,865,Perkuliahan,1878,104,1982
2024-05-21,Selasa,866,Perkuliahan,1894,105,1999
2024-05-22,Rabu,867,Perkuliahan,1888,107,1995
2024-05-23,Kamis,868,Perkuliahan,1889,106,1995
2024-05-24,Jumat,869,Perkuliahan,1901,105,2006
2024-05-25,Sabtu,870,Libur,334,19,353
2024-05-26,Minggu,871,Libur,330,18,348
2024-05-27,Senin,872,Perkuliahan,1895,106,2001
2024-05-28,Selasa,873,Perkuliahan,1900,106,2006
2024-05-29,Rabu,874,Perkuliahan,1899,107,2006
2024-05-30,Kamis,875,Perkuliahan,1914,106,2020
2024-05-31,Jumat,876,Perkuliahan,1893,105,1998
2024-06-01,Sabtu,877,Libur,340,19,359
2024-06-02,Minggu,878,Libur,329,18,347
2024-06-03,Senin,879,Ujian,4104,227,4331
2024-06-04,Selasa,880,Ujian,4127,228,4355
2024-06-05,Rabu,881,Ujian,4103,229,4332
2024-06-06,Kamis,882,Ujian,4119,227,4346
2024-06-07,Jumat,883,Ujian,4091,226,4317
2024-06-08,Sabtu,884,Libur,332,18,350
2024-06-09,Minggu,885,Libur,321,18,339
2024-06-10,Senin,886,Ujian,4067,227,4294
2024-06-11,Selasa,887,Ujian,4067,227,4294
2024-06-12,Rabu,888,Ujian,4077,227,4304
2024-06-13,Kamis,889,Ujian,4083,227,4310
2024-06-14,Jumat,890,Ujian,4063,225,4288
2024-06-15,Sabtu,891,Libur,324,18,342
2024-06-16,Minggu,892,Libur,321,17,338
2024-06-17,Senin,893,Ujian,4048,226,4274
2024-06-18,Selasa,894,Ujian,4058,225,4283
2024-06-19,Rabu,895,Ujian,4067,226,4293
2024-06-20,Kamis,896,Ujian,4084,225,4309
2024-06-21,Jumat,897,Ujian,4085,225,4310
2024-06-22,Sabtu,898,Libur,327,18,345
2024-06-23,Minggu,899,Libur,321,18,339
2024-06-24,Senin,900,Ujian,4067,227,4294
2024-06-25,Selasa,901,Ujian,4098,225,4323
2024-06-26,Rabu,902,Ujian,4086,226,4312
2024-06-27,Kamis,903,Ujian,4086,226,4312
2024-06-28,Jumat,904,Ujian,4085,226,4311
2024-06-29,Sabtu,905,Libur,332,18,350
2024-06-30,Minggu,906,Libur,324,18,342
2024-07-01,Senin,907,Ujian,4081,226,4307
2024-07-02,Selasa,908,Ujian,4107,227,4334
2024-07-03,Rabu,909,Ujian,4102,228,4330
2024-07-04,Kamis,910,Ujian,4099,225,4324
2024-07-05,Jumat,911,Ujian,4077,227,4304
2024-07-06,Sabtu,912,Libur,328,18,346
2024-07-07,Minggu,913,Libur,321,17,338
2024-07-08,Senin,914,Ujian,4073,224,4297
2024-07-09,Selasa,915,Ujian,4074,224,4298
2024-07-10,Rabu,916,Ujian,4054,224,4278
2024-07-11,Kamis,917,Ujian,4043,225,4268
2024-07-12,Jumat,918,Ujian,4051,224,4275
2024-07-13,Sabtu,919,Libur,323,18,341
2024-07-14,Minggu,920,Libur,315,17,332
2024-07-15,Senin,921,Ujian,4036,224,4260
2024-07-16,Selasa,922,Ujian,4035,225,4260
2024-07-17,Rabu,923,Ujian,4033,224,4257
2024-07-18,Kamis,924,Ujian,4058,223,4281
2024-07-19,Jumat,925,Ujian,4046,224,4270
2024-07-20,Sabtu,926,Libur,325,17,342
2024-07-21,Minggu,927,Libur,315,17,332
2024-07-22,Senin,928,Ujian,4043,223,4266
2024-07-23,Selasa,929,Ujian,4047,226,4273
2024-07-24,Rabu,930,Ujian,4056,224,4280
2024-07-25,Kamis,931,Ujian,4055,225,4280
2024-07-26,Jumat,932,Ujian,4054,226,4280
2024-07-27,Sabtu,933,Libur,327,18,345
2024-07-28,Minggu,934,Libur,323,18,341
2024-07-29,Senin,935,Ujian,4051,225,4276
2024-07-30,Selasa,936,Ujian,4058,227,4285
2024-07-31,Rabu,937,Ujian,4071,226,4297
2024-08-01,Kamis,938,Libur Akademik,390,22,412
2024-08-02,Jumat,939,Libur Akademik,383,22,405
2024-08-03,Sabtu,940,Libur,327,18,345
2024-08-04,Minggu,941,Libur,319,17,336
2024-08-05,Senin,942,Libur Akademik,377,22,399
2024-08-06,Selasa,943,Libur Akademik,383,22,405
2024-08-07,Rabu,944,Libur Akademik,389,22,411
2024-08-08,Kamis,945,Libur Akademik,385,22,407
2024-08-09,Jumat,946,Libur Akademik,376,21,397
2024-08-10,Sabtu,947,Libur,319,17,336
2024-08-11,Minggu,948,Libur,315,17,332
2024-08-12,Senin,949,Libur Akademik,370,21,391
2024-08-13,Selasa,950,Libur Akademik,376,21,397
2024-08-14,Rabu,951,Libur Akademik,380,22,402
2024-08-15,Kamis,952,Libur Akademik,374,21,395
2024-08-16,Jumat,953,Libur Akademik,369,21,390
2024-08-17,Sabtu,954,Libur,319,17,336
2024-08-18,Minggu,955,Libur,315,17,332
2024-08-19,Senin,956,Libur Akademik,366,20,386
2024-08-20,Selasa,957,Libur Akademik,377,21,398
2024-08-21,Rabu,958,Libur Akademik,385,21,406
2024-08-22,Kamis,959,Libur Akademik,381,21,402
2024-08-23,Jumat,960,Libur Akademik,377,21,398
2024-08-24,Sabtu,961,Libur,324,17,341
2024-08-25,Minggu,962,Libur,315,17,332
2024-08-26,Senin,963,Libur Akademik,376,21,397
2024-08-27,Selasa,964,Libur Akademik,379,21,400
2024-08-28,Rabu,965,Libur Akademik,389,22,411
2024-08-29,Kamis,966,Libur Akademik,382,22,404
2024-08-30,Jumat,967,Libur Akademik,374,21,395
2024-08-31,Sabtu,968,Libur,325,17,342
2024-09-01,Minggu,969,Libur,321,18,339
2024-09-02,Senin,970,Perkuliahan,1858,103,1961
2024-09-03,Selasa,971,Perkuliahan,1850,103,1953
2024-09-04,Rabu,972,Perkuliahan,1858,103,1961
2024-09-05,Kamis,973,Perkuliahan,1841,102,1943
2024-09-06,Jumat,974,Perkuliahan,1846,101,1947
2024-09-07,Sabtu,975,Libur,321,17,338
2024-09-08,Minggu,976,Libur,315,17,332
2024-09-09,Senin,977,Perkuliahan,1840,101,1941
2024-09-10,Selasa,978,Perkuliahan,1830,103,1933
2024-09-11,Rabu,979,Perkuliahan,1835,102,1937
2024-09-12,Kamis,980,Perkuliahan,1833,101,1934
2024-09-13,Jumat,981,Perkuliahan,1831,101,1932
2024-09-14,Sabtu,982,Libur,315,17,332
2024-09-15,Minggu,983,Libur,315,17,332
2024-09-16,Senin,984,Perkuliahan,1809,102,1911
2024-09-17,Selasa,985,Perkuliahan,1819,101,1920
2024-09-18,Rabu,986,Perkuliahan,1838,102,1940
2024-09-19,Kamis,987,Perkuliahan,1831,102,1933
2024-09-20,Jumat,988,Perkuliahan,1828,101,1929
2024-09-21,Sabtu,989,Libur,319,17,336
2024-09-22,Minggu,990,Libur,315,17,332
2024-09-23,Senin,991,Perkuliahan,1822,102,1924
2024-09-24,Selasa,992,Perkuliahan,1840,102,1942
2024-09-25,Rabu,993,Perkuliahan,1846,102,1948
2024-09-26,Kamis,994,Perkuliahan,1845,103,1948
2024-09-27,Jumat,995,Perkuliahan,1844,103,1947
2024-09-28,Sabtu,996,Libur,322,18,340
2024-09-29,Minggu,997,Libur,316,17,333
2024-09-30,Senin,998,Perkuliahan,1847,103,1950
2024-10-01,Selasa,999,Perkuliahan,1852,102,1954
2024-10-02,Rabu,1000,Perkuliahan,1856,104,1960
2024-10-03,Kamis,1001,Perkuliahan,1853,103,1956
2024-10-04,Jumat,1002,Perkuliahan,1837,102,1939
2024-10-05,Sabtu,1003,Libur,318,17,335
2024-10-06,Minggu,1004,Libur,315,17,332
2024-10-07,Senin,1005,Perkuliahan,1839,103,1942
2024-10-08,Selasa,1006,Perkuliahan,1842,103,1945
2024-10-09,Rabu,1007,Perkuliahan,1829,103,1932
2024-10-10,Kamis,1008,Perkuliahan,1830,102,1932
2024-10-11,Jumat,1009,Perkuliahan,1818,102,1920
2024-10-12,Sabtu,1010,Libur,317,17,334
2024-10-13,Minggu,1011,Libur,315,17,332
2024-10-14,Senin,1012,Perkuliahan,1824,101,1925
2024-10-15,Selasa,1013,Perkuliahan,1829,101,1930
2024-10-16,Rabu,1014,Perkuliahan,1838,101,1939
